,0,1,2,3
0,0.0,-8.849,-10.0,0.0
1,0.0,-3.293,-10.0,0.0
2,0.0,13.762,-10.0,0.0
3,0.0,4.062,-10.0,0.0
4,0.0,6.592,-10.0,0.0
5,0.0,6.592,-10.0,0.0
6,0.0,-0.258,-10.0,0.0
7,0.0,-5.148,-10.0,0.0
8,0.0,-8.849,-10.0,0.0
9,0.0,5.561,-10.0,0.0
10,0.0,0.596,-10.0,0.0
11,0.0,-1.26,-10.0,0.0
12,0.0,-0.581,-10.0,0.0
13,0.0,1.606,-10.0,0.0
14,0.0,0.937,-10.0,0.0
15,0.0,26.31,-10.0,0.0
16,0.0,-5.55,-10.0,0.0
17,0.0,-5.931,-10.0,0.0
18,0.0,8.829,-10.0,0.0
19,0.0,3.879,-10.0,0.0
20,0.0,,-10.0,0.0
21,0.0,-2.445,-10.0,0.0
22,0.0,52.358,-10.0,0.0
23,0.0,-1.157,-10.0,0.0
24,0.0,3.24,-10.0,0.0
25,0.0,0.539,-10.0,0.0
26,0.0,-5.55,-10.0,0.0
27,0.0,-7.262,-10.0,0.0
28,0.0,-7.262,-10.0,0.0
29,0.0,-1.854,-10.0,0.0
30,0.0,-8.849,-10.0,0.0
31,0.0,-7.416,-10.0,0.0
32,0.0,7.54,-10.0,0.0
33,0.0,-7.444,-10.0,0.0
34,0.0,-5.931,-10.0,0.0
35,0.0,1.606,-10.0,0.0
36,0.0,-0.111,-10.0,0.0
37,0.0,-8.849,-10.0,0.0
38,0.0,8.868,-10.0,0.0
39,0.0,-2.667,-10.0,0.0
40,0.0,9.136,-10.0,0.0
41,0.0,-1.185,-10.0,0.0
42,0.0,9.136,-10.0,0.0
43,0.0,7.517,-10.0,0.0
44,0.0,-5.354,-10.0,0.0
45,0.0,-5.624,-10.0,0.0
46,0.0,-3.591,-10.0,0.0
47,0.0,13.461,-10.0,0.0
48,0.0,10.044,-10.0,0.0
49,0.0,-3.773,-10.0,0.0
